optimizer,target_expression,iteration,prediction,error,prediction_history,error_history
Genetic Algorithm,0.0,1,0.1361773,0.13617730140686035,"[0.19980665 0.19980665 0.18855676 0.18855676 0.17758335 0.17606069
 0.17459816 0.17423631 0.17423631 0.17196605 0.16430914 0.16430914
 0.15963447 0.15963447 0.15642291 0.15642291 0.15631394 0.15522644
 0.15116341 0.15116341 0.15029533 0.14874652 0.14874652 0.14874652
 0.1472988  0.14420897 0.14420897 0.14420897 0.14420897 0.14420897
 0.14420897 0.14030756 0.13950394 0.13950394 0.13893366 0.13853055
 0.13853055 0.13853055 0.13853055 0.13853055 0.13853055 0.13853055
 0.13853055 0.13853055 0.13853055 0.13853055 0.13853055 0.13853055
 0.13808125 0.13808125 0.13808125 0.13808125 0.13808125 0.13808125
 0.13808125 0.13808125 0.13808125 0.13808125 0.13664284 0.13664284
 0.13664284 0.13664284 0.13664284 0.13664284 0.13664284 0.13664284
 0.13664284 0.13664284 0.13664284 0.13664284 0.13664284 0.13664284
 0.13664284 0.13664284 0.13664284 0.13664284 0.13664284 0.13664284
 0.13664284 0.13664284 0.13664284 0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773 ]","[0.19980665 0.19980665 0.18855676 0.18855676 0.17758335 0.17606069
 0.17459816 0.17423631 0.17423631 0.17196605 0.16430914 0.16430914
 0.15963447 0.15963447 0.15642291 0.15642291 0.15631394 0.15522644
 0.15116341 0.15116341 0.15029533 0.14874652 0.14874652 0.14874652
 0.1472988  0.14420897 0.14420897 0.14420897 0.14420897 0.14420897
 0.14420897 0.14030756 0.13950394 0.13950394 0.13893366 0.13853055
 0.13853055 0.13853055 0.13853055 0.13853055 0.13853055 0.13853055
 0.13853055 0.13853055 0.13853055 0.13853055 0.13853055 0.13853055
 0.13808125 0.13808125 0.13808125 0.13808125 0.13808125 0.13808125
 0.13808125 0.13808125 0.13808125 0.13808125 0.13664284 0.13664284
 0.13664284 0.13664284 0.13664284 0.13664284 0.13664284 0.13664284
 0.13664284 0.13664284 0.13664284 0.13664284 0.13664284 0.13664284
 0.13664284 0.13664284 0.13664284 0.13664284 0.13664284 0.13664284
 0.13664284 0.13664284 0.13664284 0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773  0.1361773  0.1361773  0.1361773  0.1361773
 0.1361773  0.1361773 ]"
Genetic Algorithm,0.0,2,0.13081872,0.13081872463226318,"[0.21075355 0.20233881 0.19498837 0.19494373 0.18682519 0.18682519
 0.18682519 0.18682519 0.17858449 0.17823672 0.17125487 0.17033498
 0.15985298 0.15985298 0.15985298 0.15985298 0.15885925 0.15566668
 0.14754577 0.14754577 0.14754577 0.1436759  0.1436759  0.1436759
 0.1436759  0.14074442 0.13962346 0.13654104 0.13654104 0.13654104
 0.13654104 0.13654104 0.13654104 0.13654104 0.13654104 0.13654104
 0.13654104 0.13654104 0.13654104 0.13654104 0.13654104 0.13654104
 0.13654104 0.13654104 0.13654104 0.13654104 0.13654104 0.13654104
 0.13654104 0.13654104 0.13654104 0.13654104 0.13654104 0.13654104
 0.13654104 0.13654104 0.13654104 0.13654104 0.13654104 0.13654104
 0.13654104 0.13654104 0.1358503  0.1358503  0.1358503  0.1358503
 0.1358503  0.1358503  0.1358503  0.1358503  0.1358503  0.1358503
 0.1358503  0.1358503  0.1358503  0.1358503  0.1358503  0.1358503
 0.1358503  0.1358503  0.1358503  0.1358503  0.1358503  0.1358503
 0.1358503  0.1358503  0.1358503  0.1358503  0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.1317623  0.1317623  0.1317623  0.1317623
 0.1317623  0.1317623  0.1317623  0.1317623  0.1317623  0.1317623
 0.1317623  0.1317623  0.1317623  0.1317623  0.1317623  0.1317623
 0.13081872 0.13081872 0.13081872 0.13081872 0.13081872 0.13081872
 0.13081872 0.13081872 0.13081872 0.13081872 0.13081872 0.13081872
 0.13081872 0.13081872 0.13081872 0.13081872 0.13081872 0.13081872
 0.13081872 0.13081872 0.13081872 0.13081872 0.13081872 0.13081872
 0.13081872 0.13081872]","[0.21075355 0.20233881 0.19498837 0.19494373 0.18682519 0.18682519
 0.18682519 0.18682519 0.17858449 0.17823672 0.17125487 0.17033498
 0.15985298 0.15985298 0.15985298 0.15985298 0.15885925 0.15566668
 0.14754577 0.14754577 0.14754577 0.14367589 0.14367589 0.14367589
 0.14367589 0.14074442 0.13962346 0.13654104 0.13654104 0.13654104
 0.13654104 0.13654104 0.13654104 0.13654104 0.13654104 0.13654104
 0.13654104 0.13654104 0.13654104 0.13654104 0.13654104 0.13654104
 0.13654104 0.13654104 0.13654104 0.13654104 0.13654104 0.13654104
 0.13654104 0.13654104 0.13654104 0.13654104 0.13654104 0.13654104
 0.13654104 0.13654104 0.13654104 0.13654104 0.13654104 0.13654104
 0.13654104 0.13654104 0.1358503  0.1358503  0.1358503  0.1358503
 0.1358503  0.1358503  0.1358503  0.1358503  0.1358503  0.1358503
 0.1358503  0.1358503  0.1358503  0.1358503  0.1358503  0.1358503
 0.1358503  0.1358503  0.1358503  0.1358503  0.1358503  0.1358503
 0.1358503  0.1358503  0.1358503  0.1358503  0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104 0.13572104
 0.13572104 0.13572104 0.1317623  0.1317623  0.1317623  0.1317623
 0.1317623  0.1317623  0.1317623  0.1317623  0.1317623  0.1317623
 0.1317623  0.1317623  0.1317623  0.1317623  0.1317623  0.1317623
 0.13081872 0.13081872 0.13081872 0.13081872 0.13081872 0.13081872
 0.13081872 0.13081872 0.13081872 0.13081872 0.13081872 0.13081872
 0.13081872 0.13081872 0.13081872 0.13081872 0.13081872 0.13081872
 0.13081872 0.13081872 0.13081872 0.13081872 0.13081872 0.13081872
 0.13081872 0.13081872]"
